dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	2	1	12	73	1	1435238556	1454899224	19660668	86231	2.040599
ERR1203383	PE	2	1	13	80	2	1572864144	1592524812	19660668	86231	1.945382
ERR1203383	PE	2	1	14	87	3	1710489732	1730150400	19660668	86231	2.107578
ERR1203383	PE	2	1	15	94	4	1848115320	1867776216	19660896	86232	1.569051
ERR1203383	PE	2	1	16	101	5	1985740908	2005401804	19660896	86232	1.85363
ERR1203383	PE	2	1	17	102	0	2005401804	2025062472	19660668	86231	1.579332
ERR1203383	PE	2	1	18	109	1	2143027392	2162688060	19660668	86231	2.056384
ERR1203383	PE	2	1	19	116	2	2280652860	2300313700	19660840	84745	1.664585
ERR1203383	PE	2	1	20	123	3	2418278508	2437939348	19660840	84745	1.778598
ERR1203383	PE	2	1	21	130	4	2555904156	2575564996	19660840	84745	2.024812
ERR1203383	PE	2	1	22	137	5	2693529804	2713190412	19660608	84744	1.53315
ERR1203383	PE	2	1	23	138	0	2713190412	2732851252	19660840	84745	1.682873
ERR1203383	PE	2	1	24	145	1	2850816060	2870476900	19660840	84745	1.504829
ERR1203383	PE	2	1	25	152	2	2988441708	3008102548	19660840	84745	1.660282
ERR1203383	PE	2	2	0	2	2	39321628	58982556	19660928	87772	2.318821
ERR1203383	PE	2	2	1	9	3	176947228	196608156	19660928	87772	2.081547
ERR1203383	PE	2	2	2	16	4	314572956	334233624	19660668	86231	1.831231
ERR1203383	PE	2	2	3	23	5	452198544	471859212	19660668	86231	2.189346
ERR1203383	PE	2	2	4	24	0	471859212	491520108	19660896	86232	1.798757
ERR1203383	PE	2	2	5	31	1	609484800	629145696	19660896	86232	1.582331
ERR1203383	PE	2	2	6	38	2	747110616	766771284	19660668	86231	1.95879
ERR1203383	PE	2	2	7	45	3	884736204	904396872	19660668	86231	2.114126
ERR1203383	PE	2	2	8	52	4	1022361792	1042022460	19660668	86231	1.616596
ERR1203383	PE	2	2	9	59	5	1159987380	1179648048	19660668	86231	2.240051
ERR1203383	PE	2	2	10	60	0	1179648048	1199308944	19660896	86232	2.130821
ERR1203383	PE	2	2	11	67	1	1317273636	1336934532	19660896	86232	2.27263
ERR1203383	PE	2	2	12	74	2	1454899224	1474560120	19660896	86232	1.811373
ERR1203383	PE	2	2	13	81	3	1592524812	1612185708	19660896	86232	2.251877
ERR1203383	PE	2	2	14	88	4	1730150400	1749811296	19660896	86232	2.078931
ERR1203383	PE	2	2	15	95	5	1867776216	1887436884	19660668	86231	1.904677
ERR1203383	PE	2	2	16	96	0	1887436884	1907097780	19660896	86232	1.820799
ERR1203383	PE	2	2	17	103	1	2025062472	2044723368	19660896	86232	1.703358
ERR1203383	PE	2	2	27	166	4	3175219340	3180134492	4915152	21186	0.472363
ERR1203383	PE	2	2	28	173	5	3209625636	3214541020	4915384	21187	0.402938
ERR1203383	PE	2	2	29	174	0	3214541020	3219456172	4915152	21186	0.348496
ERR1203383	PE	2	2	30	181	1	3248947316	3253862468	4915152	21186	0.482997
ERR1203383	PE	2	2	31	188	2	3283353612	3288268996	4915384	21187	0.432092
ERR1203383	PE	2	2	32	195	3	3317760140	3322675292	4915152	21186	0.478541
ERR1203383	PE	2	2	33	202	4	3352166436	3357081820	4915384	21187	0.631857
ERR1203383	PE	2	2	34	209	5	3386572964	3391488116	4915152	21186	3.231699
ERR1203383	PE	2	2	35	222	0	3450470404	3455385788	4915384	21187	0.610445
ERR1203383	PE	2	2	36	229	1	3484876932	3489792084	4915152	21186	12.178719
ERR1203383	PE	2	2	19	117	3	2300313700	2319974540	19660840	84745	1.785246
ERR1203383	PE	2	2	20	124	4	2437939348	2457600188	19660840	84745	1.479095
ERR1203383	PE	2	2	21	131	5	2575564996	2595225604	19660608	84744	1.767577
ERR1203383	PE	2	2	22	132	0	2595225604	2614886444	19660840	84745	1.89319
ERR1203383	PE	2	2	23	139	1	2732851252	2752512092	19660840	84745	1.887408
ERR1203383	PE	2	2	24	146	2	2870476900	2890137740	19660840	84745	1.977351
ERR1203383	PE	2	2	25	153	3	3008102548	3027763388	19660840	84745	2.168289
ERR1203383	PE	2	2	26	160	4	3145728196	3150643348	4915152	21186	0.599216
